intervention_id,recommendation_title,category,target_segment,affected_customers,estimated_revenue_impact,expected_action,suggested_owner,confidence_level,effort_level,priority_score,priority_band
IV-9C7C926C,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-80B492BA,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-6D80425C,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-BF6DC59A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-5F949D3F,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-4660FB44,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-601EE45B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-5B7310F6,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-830ADBEB,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-15E68028,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,199.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,169.15,Low
IV-1EE49168,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-CFB22393,Past-Due Account Escalation,billing_recovery,Startup,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-A6618638,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-C9AE6B97,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-B7DEA534,Past-Due Account Escalation,billing_recovery,Startup,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-86CB481A,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-FFB0844A,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-E9AB036C,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-3F932A96,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-8710AC5A,Past-Due Account Escalation,billing_recovery,Startup,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-5B57CA0A,Past-Due Account Escalation,billing_recovery,Enterprise,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-4E36E9C4,Past-Due Account Escalation,billing_recovery,Mid-Market,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-B66769A6,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-E29EA848,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-0D489D46,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-2E558E92,Past-Due Account Escalation,billing_recovery,Startup,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-9DE1A5E0,Past-Due Account Escalation,billing_recovery,Startup,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-792872A2,Past-Due Account Escalation,billing_recovery,SMB,1,199.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,169.15,Low
IV-89BDC0EE,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,196.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,166.6,Low
IV-3A1B59F7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-33D05A2D,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-07C94637,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-2DD4D5C7,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-07C1367C,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-F7E1747A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-E23326EF,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-D5EE51A3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-07D6AE82,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-881E5AB3,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-BB4CA5EB,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Mid-Market,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-0502FD34,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-55190425,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-0BC9E2F4,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-CE6D992A,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Startup,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
IV-91F8E199,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,SMB,1,199.0,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Customer Success Manager,Medium,Low,129.35,Low
